ACFT_ID,Profile_ID,Stage Length,Step Number,Step Type,Thrust Rating,Flap_ID,End Point Altitude (ft),Rate Of Climb (ft/min),End Point CAS (kt),Accel Percentage (%)
7673ER,ICAO_B,M,8,Climb,MaxClimb,T_00,7500,,,
7673ER,ICAO_B,M,9,Climb,MaxClimb,T_00,10000,,,
7673ER,DEFAULT,1,1,Takeoff,MaxTakeoff,T_05,,,,
7673ER,DEFAULT,1,2,Climb,MaxTakeoff,T_05U,1000,,,
7673ER,DEFAULT,1,3,Accelerate,MaxClimb,T_01,,1663.0,198.0,55
7673ER,DEFAULT,1,4,Accelerate,MaxClimb,T_00,,1850.0,218.0,55
7673ER,DEFAULT,1,5,Climb,MaxClimb,T_00,3000,,,
7673ER,DEFAULT,1,6,Accelerate,MaxClimb,T_00,,1856.0,250.0,60
7673ER,DEFAULT,1,7,Climb,MaxClimb,T_00,5500,,,
7673ER,DEFAULT,1,8,Climb,MaxClimb,T_00,7500,,,
7673ER,DEFAULT,1,9,Climb,MaxClimb,T_00,10000,,,
7673ER,DEFAULT,2,1,Takeoff,MaxTakeoff,T_05,,,,
7673ER,DEFAULT,2,2,Climb,MaxTakeoff,T_05U,1000,,,
7673ER,DEFAULT,2,3,Accelerate,MaxClimb,T_01,,1587.0,200.0,55
7673ER,DEFAULT,2,4,Accelerate,MaxClimb,T_00,,1775.0,220.0,55
7673ER,DEFAULT,2,5,Climb,MaxClimb,T_00,3000,,,
7673ER,DEFAULT,2,6,Accelerate,MaxClimb,T_00,,1795.0,250.0,60
7673ER,DEFAULT,2,7,Climb,MaxClimb,T_00,5500,,,
7673ER,DEFAULT,2,8,Climb,MaxClimb,T_00,7500,,,
7673ER,DEFAULT,2,9,Climb,MaxClimb,T_00,10000,,,
7673ER,DEFAULT,3,1,Takeoff,MaxTakeoff,T_05,,,,
7673ER,DEFAULT,3,2,Climb,MaxTakeoff,T_05U,1000,,,
7673ER,DEFAULT,3,3,Accelerate,MaxClimb,T_01,,1546.0,203.0,55
7673ER,DEFAULT,3,4,Accelerate,MaxClimb,T_00,,1720.0,223.0,55
7673ER,DEFAULT,3,5,Climb,MaxClimb,T_00,3000,,,
7673ER,DEFAULT,3,6,Accelerate,MaxClimb,T_00,,1720.0,250.0,60
7673ER,DEFAULT,3,7,Climb,MaxClimb,T_00,5500,,,
7673ER,DEFAULT,3,8,Climb,MaxClimb,T_00,7500,,,
7673ER,DEFAULT,3,9,Climb,MaxClimb,T_00,10000,,,
7673ER,DEFAULT,4,1,Takeoff,MaxTakeoff,T_05,,,,
7673ER,DEFAULT,4,2,Climb,MaxTakeoff,T_05U,1000,,,
7673ER,DEFAULT,4,3,Accelerate,MaxClimb,T_01,,1437.0,207.0,55
7673ER,DEFAULT,4,4,Accelerate,MaxClimb,T_00,,1590.0,227.0,55
7673ER,DEFAULT,4,5,Climb,MaxClimb,T_00,3000,,,
7673ER,DEFAULT,4,6,Accelerate,MaxClimb,T_00,,1600.0,250.0,60
7673ER,DEFAULT,4,7,Climb,MaxClimb,T_00,5500,,,
7673ER,DEFAULT,4,8,Climb,MaxClimb,T_00,7500,,,
7673ER,DEFAULT,4,9,Climb,MaxClimb,T_00,10000,,,
7673ER,DEFAULT,5,1,Takeoff,MaxTakeoff,T_05,,,,
7673ER,DEFAULT,5,2,Climb,MaxTakeoff,T_05U,1000,,,
7673ER,DEFAULT,5,3,Accelerate,MaxClimb,T_01,,1328.0,217.0,55
7673ER,DEFAULT,5,4,Accelerate,MaxClimb,T_00,,1528.0,237.0,55
7673ER,DEFAULT,5,5,Climb,MaxClimb,T_00,3000,,,
7673ER,DEFAULT,5,6,Accelerate,MaxClimb,T_00,,1471.0,250.0,60
7673ER,DEFAULT,5,7,Climb,MaxClimb,T_00,5500,,,
7673ER,DEFAULT,5,8,Climb,MaxClimb,T_00,7500,,,
7673ER,DEFAULT,5,9,Climb,MaxClimb,T_00,10000,,,
7673ER,DEFAULT,6,1,Takeoff,MaxTakeoff,T_05,,,,
7673ER,DEFAULT,6,2,Climb,MaxTakeoff,T_05U,1000,,,
7673ER,DEFAULT,6,3,Accelerate,MaxClimb,T_01,,1224.0,226.0,55
7673ER,DEFAULT,6,4,Accelerate,MaxClimb,T_00,,1458.0,246.0,55
7673ER,DEFAULT,6,5,Climb,MaxClimb,T_00,3000,,,
7673ER,DEFAULT,6,6,Accelerate,MaxClimb,T_00,,1347.0,250.0,60
7673ER,DEFAULT,6,7,Climb,MaxClimb,T_00,5500,,,
7673ER,DEFAULT,6,8,Climb,MaxClimb,T_00,7500,,,
7673ER,DEFAULT,6,9,Climb,MaxClimb,T_00,10000,,,
7673ER,DEFAULT,7,1,Takeoff,MaxTakeoff,T_05,,,,
7673ER,DEFAULT,7,2,Climb,MaxTakeoff,T_05U,1000,,,
7673ER,DEFAULT,7,3,Accelerate,MaxClimb,T_01,,1118.0,235.0,55
7673ER,DEFAULT,7,4,Accelerate,MaxClimb,T_00,,1342.0,255.0,55
7673ER,DEFAULT,7,5,Climb,MaxClimb,T_00,3500,,,
7673ER,DEFAULT,7,6,Climb,MaxClimb,T_00,4500,,,
7673ER,DEFAULT,7,7,Climb,MaxClimb,T_00,5500,,,
7673ER,DEFAULT,7,8,Climb,MaxClimb,T_00,7500,,,
7673ER,DEFAULT,7,9,Climb,MaxClimb,T_00,10000,,,
7673ER,DEFAULT,M,1,Takeoff,MaxTakeoff,T_05,,,,
7673ER,DEFAULT,M,2,Climb,MaxTakeoff,T_05U,1000,,,
7673ER,DEFAULT,M,3,Accelerate,MaxClimb,T_01,,1114.0,236.0,55
7673ER,DEFAULT,M,4,Accelerate,MaxClimb,T_00,,1334.0,256.0,55
7673ER,DEFAULT,M,5,Climb,MaxClimb,T_00,3500,,,
7673ER,DEFAULT,M,6,Climb,MaxClimb,T_00,4500,,,
7673ER,DEFAULT,M,7,Climb,MaxClimb,T_00,5500,,,
7673ER,DEFAULT,M,8,Climb,MaxClimb,T_00,7500,,,
7673ER,DEFAULT,M,9,Climb,MaxClimb,T_00,10000,,,
7773ER,DEFAULT,1,1,Takeoff,MaxTakeoff,FLAP_5,,,,
7773ER,DEFAULT,1,2,Climb,MaxTakeoff,FLAP_5,1434,,,
7773ER,DEFAULT,1,3,Accelerate,MaxClimb,FLAP_5,,,200.0,55
7773ER,DEFAULT,1,4,Accelerate,MaxClimb,FLAP_1,,,223.0,50
7773ER,DEFAULT,1,5,Climb,MaxClimb,FLAP_0,3000,,,
7773ER,DEFAULT,1,6,Accelerate,MaxClimb,FLAP_0,,,250.0,50
7773ER,DEFAULT,1,7,Climb,MaxClimb,FLAP_0,10000,,,
7773ER,DEFAULT,2,1,Takeoff,MaxTakeoff,FLAP_5,,,,
7773ER,DEFAULT,2,2,Climb,MaxTakeoff,FLAP_5,1434,,,
7773ER,DEFAULT,2,3,Accelerate,MaxClimb,FLAP_5,,,200.0,55
7773ER,DEFAULT,2,4,Accelerate,MaxClimb,FLAP_1,,,225.0,50
7773ER,DEFAULT,2,5,Climb,MaxClimb,FLAP_0,3000,,,
7773ER,DEFAULT,2,6,Accelerate,MaxClimb,FLAP_0,,,250.0,50
7773ER,DEFAULT,2,7,Climb,MaxClimb,FLAP_0,10000,,,
7773ER,DEFAULT,3,1,Takeoff,MaxTakeoff,FLAP_5,,,,
7773ER,DEFAULT,3,2,Climb,MaxTakeoff,FLAP_5,1355,,,
7773ER,DEFAULT,3,3,Accelerate,MaxClimb,FLAP_5,,,204.0,55
7773ER,DEFAULT,3,4,Accelerate,MaxClimb,FLAP_1,,,228.0,50
7773ER,DEFAULT,3,5,Climb,MaxClimb,FLAP_0,3000,,,
7773ER,DEFAULT,3,6,Accelerate,MaxClimb,FLAP_0,,,250.0,50
7773ER,DEFAULT,3,7,Climb,MaxClimb,FLAP_0,10000,,,
7773ER,DEFAULT,4,1,Takeoff,MaxTakeoff,FLAP_5,,,,
7773ER,DEFAULT,4,2,Climb,MaxTakeoff,FLAP_5,1289,,,
7773ER,DEFAULT,4,3,Accelerate,MaxClimb,FLAP_5,,,205.0,55
7773ER,DEFAULT,4,4,Accelerate,MaxClimb,FLAP_1,,,230.0,50
7773ER,DEFAULT,4,5,Climb,MaxClimb,FLAP_0,3000,,,
7773ER,DEFAULT,4,6,Accelerate,MaxClimb,FLAP_0,,,250.0,50
7773ER,DEFAULT,4,7,Climb,MaxClimb,FLAP_0,10000,,,
7773ER,DEFAULT,5,1,Takeoff,MaxTakeoff,FLAP_5,,,,
7773ER,DEFAULT,5,2,Climb,MaxTakeoff,FLAP_5,1214,,,
7773ER,DEFAULT,5,3,Accelerate,MaxClimb,FLAP_5,,,210.0,55
7773ER,DEFAULT,5,4,Accelerate,MaxClimb,FLAP_1,,,235.0,50
7773ER,DEFAULT,5,5,Climb,MaxClimb,FLAP_0,3000,,,
7773ER,DEFAULT,5,6,Accelerate,MaxClimb,FLAP_0,,,250.0,50
7773ER,DEFAULT,5,7,Climb,MaxClimb,FLAP_0,10000,,,
7773ER,DEFAULT,6,1,Takeoff,MaxTakeoff,FLAP_5,,,,
7773ER,DEFAULT,6,2,Climb,MaxTakeoff,FLAP_5,1142,,,
7773ER,DEFAULT,6,3,Accelerate,MaxClimb,FLAP_5,,,215.0,55
7773ER,DEFAULT,6,4,Accelerate,MaxClimb,FLAP_1,,,240.0,50
7773ER,DEFAULT,6,5,Climb,MaxClimb,FLAP_0,3000,,,
7773ER,DEFAULT,6,6,Accelerate,MaxClimb,FLAP_0,,,250.0,50
7773ER,DEFAULT,6,7,Climb,MaxClimb,FLAP_0,10000,,,
7773ER,DEFAULT,7,1,Takeoff,MaxTakeoff,FLAP_5,,,,
7773ER,DEFAULT,7,2,Climb,MaxTakeoff,FLAP_5,1067,,,
7773ER,DEFAULT,7,3,Accelerate,MaxClimb,FLAP_5,,,222.0,55
7773ER,DEFAULT,7,4,Accelerate,MaxClimb,FLAP_1,,,248.0,50
7773ER,DEFAULT,7,5,Climb,MaxClimb,FLAP_0,3000,,,
7773ER,DEFAULT,7,6,Accelerate,MaxClimb,FLAP_0,,,250.0,50
7773ER,DEFAULT,7,7,Climb,MaxClimb,FLAP_0,10000,,,
7773ER,DEFAULT,8,1,Takeoff,MaxTakeoff,FLAP_5,,,,
7773ER,DEFAULT,8,2,Climb,MaxTakeoff,FLAP_5,1000,,,
7773ER,DEFAULT,8,3,Accelerate,MaxClimb,FLAP_5,,,222.0,55
7773ER,DEFAULT,8,4,Accelerate,MaxClimb,FLAP_1,,,255.0,50
7773ER,DEFAULT,8,5,Climb,MaxClimb,FLAP_0,3000,,,
7773ER,DEFAULT,8,6,Accelerate,MaxClimb,FLAP_0,,,256.0,50
7773ER,DEFAULT,8,7,Climb,MaxClimb,FLAP_0,10000,,,
7773ER,DEFAULT,9,1,Takeoff,MaxTakeoff,FLAP_5,,,,
7773ER,DEFAULT,9,2,Climb,MaxTakeoff,FLAP_5,1000,,,
7773ER,DEFAULT,9,3,Accelerate,MaxClimb,FLAP_5,,,226.0,55
7773ER,DEFAULT,9,4,Accelerate,MaxClimb,FLAP_1,,,261.0,50
7773ER,DEFAULT,9,5,Climb,MaxClimb,FLAP_0,3000,,,
7773ER,DEFAULT,9,6,Accelerate,MaxClimb,FLAP_0,,,261.1,50
7773ER,DEFAULT,9,7,Climb,MaxClimb,FLAP_0,10000,,,
7773ER,ICAO_A,1,1,Takeoff,MaxTakeoff,FLAP_5,,,,
7773ER,ICAO_A,1,2,Climb,MaxTakeoff,FLAP_5,1500,,,
7773ER,ICAO_A,1,3,Climb,MaxClimb,FLAP_5,3000,,,
7773ER,ICAO_A,1,4,Accelerate,MaxClimb,FLAP_5,,,210.0,55
7773ER,ICAO_A,1,5,Accelerate,MaxClimb,FLAP_1,,,220.0,55
7773ER,ICAO_A,1,6,Climb,MaxClimb,FLAP_1,4400,,,
7773ER,ICAO_A,1,7,Accelerate,MaxClimb,FLAP_0,,,250.0,50
7773ER,ICAO_A,1,8,Climb,MaxClimb,FLAP_0,10000,,,
7773ER,ICAO_A,2,1,Takeoff,MaxTakeoff,FLAP_5,,,,
7773ER,ICAO_A,2,2,Climb,MaxTakeoff,FLAP_5,1500,,,
7773ER,ICAO_A,2,3,Climb,MaxClimb,FLAP_5,3000,,,
7773ER,ICAO_A,2,4,Accelerate,MaxClimb,FLAP_5,,,220.0,55
7773ER,ICAO_A,2,5,Accelerate,MaxClimb,FLAP_1,,,230.0,55
7773ER,ICAO_A,2,6,Climb,MaxClimb,FLAP_1,4300,,,
7773ER,ICAO_A,2,7,Accelerate,MaxClimb,FLAP_0,,,250.0,50
7773ER,ICAO_A,2,8,Climb,MaxClimb,FLAP_0,10000,,,
7773ER,ICAO_A,3,1,Takeoff,MaxTakeoff,FLAP_5,,,,
7773ER,ICAO_A,3,2,Climb,MaxTakeoff,FLAP_5,1500,,,
7773ER,ICAO_A,3,3,Climb,MaxClimb,FLAP_5,3000,,,
7773ER,ICAO_A,3,4,Accelerate,MaxClimb,FLAP_5,,,220.0,55
7773ER,ICAO_A,3,5,Accelerate,MaxClimb,FLAP_1,,,230.0,55
7773ER,ICAO_A,3,6,Climb,MaxClimb,FLAP_1,4200,,,
7773ER,ICAO_A,3,7,Accelerate,MaxClimb,FLAP_0,,,250.0,50
7773ER,ICAO_A,3,8,Climb,MaxClimb,FLAP_0,10000,,,
7773ER,ICAO_A,4,1,Takeoff,MaxTakeoff,FLAP_5,,,,
7773ER,ICAO_A,4,2,Climb,MaxTakeoff,FLAP_5,1500,,,
7773ER,ICAO_A,4,3,Climb,MaxClimb,FLAP_5,3000,,,
7773ER,ICAO_A,4,4,Accelerate,MaxClimb,FLAP_5,,,220.0,55
7773ER,ICAO_A,4,5,Accelerate,MaxClimb,FLAP_1,,,230.0,55
7773ER,ICAO_A,4,6,Climb,MaxClimb,FLAP_1,4100,,,
7773ER,ICAO_A,4,7,Accelerate,MaxClimb,FLAP_0,,,250.0,50
7773ER,ICAO_A,4,8,Climb,MaxClimb,FLAP_0,10000,,,
7773ER,ICAO_A,5,1,Takeoff,MaxTakeoff,FLAP_5,,,,
7773ER,ICAO_A,5,2,Climb,MaxTakeoff,FLAP_5,1500,,,
7773ER,ICAO_A,5,3,Climb,MaxClimb,FLAP_5,3000,,,
7773ER,ICAO_A,5,4,Accelerate,MaxClimb,FLAP_5,,,220.0,55
7773ER,ICAO_A,5,5,Accelerate,MaxClimb,FLAP_1,,,230.0,55
7773ER,ICAO_A,5,6,Accelerate,MaxClimb,FLAP_0,,,250.0,50
7773ER,ICAO_A,5,7,Climb,MaxClimb,FLAP_0,10000,,,
7773ER,ICAO_A,6,1,Takeoff,MaxTakeoff,FLAP_5,,,,
7773ER,ICAO_A,6,2,Climb,MaxTakeoff,FLAP_5,1500,,,
7773ER,ICAO_A,6,3,Climb,MaxClimb,FLAP_5,3000,,,
7773ER,ICAO_A,6,4,Accelerate,MaxClimb,FLAP_5,,,220.0,55
7773ER,ICAO_A,6,5,Accelerate,MaxClimb,FLAP_1,,,230.0,55
7773ER,ICAO_A,6,6,Accelerate,MaxClimb,FLAP_0,,,250.0,50
7773ER,ICAO_A,6,7,Climb,MaxClimb,FLAP_0,10000,,,
7773ER,ICAO_A,7,1,Takeoff,MaxTakeoff,FLAP_5,,,,
7773ER,ICAO_A,7,2,Climb,MaxTakeoff,FLAP_5,1500,,,
7773ER,ICAO_A,7,3,Climb,MaxClimb,FLAP_5,3000,,,
7773ER,ICAO_A,7,4,Accelerate,MaxClimb,FLAP_5,,,220.0,55
7773ER,ICAO_A,7,5,Accelerate,MaxClimb,FLAP_1,,,230.0,55
7773ER,ICAO_A,7,6,Accelerate,MaxClimb,FLAP_0,,,250.0,50
7773ER,ICAO_A,7,7,Climb,MaxClimb,FLAP_0,10000,,,
7773ER,ICAO_A,8,1,Takeoff,MaxTakeoff,FLAP_5,,,,
7773ER,ICAO_A,8,2,Climb,MaxTakeoff,FLAP_5,1500,,,
7773ER,ICAO_A,8,3,Climb,MaxClimb,FLAP_5,3000,,,
7773ER,ICAO_A,8,4,Accelerate,MaxClimb,FLAP_5,,,220.0,55
7773ER,ICAO_A,8,5,Accelerate,MaxClimb,FLAP_1,,,230.0,55
7773ER,ICAO_A,8,6,Accelerate,MaxClimb,FLAP_0,,,255.0,50
7773ER,ICAO_A,8,7,Climb,MaxClimb,FLAP_0,10000,,,
7773ER,ICAO_A,9,1,Takeoff,MaxTakeoff,FLAP_5,,,,
7773ER,ICAO_A,9,2,Climb,MaxTakeoff,FLAP_5,1500,,,
7773ER,ICAO_A,9,3,Climb,MaxClimb,FLAP_5,3000,,,
7773ER,ICAO_A,9,4,Accelerate,MaxClimb,FLAP_5,,,230.0,55
7773ER,ICAO_A,9,5,Accelerate,MaxClimb,FLAP_1,,,240.0,55
7773ER,ICAO_A,9,6,Accelerate,MaxClimb,FLAP_0,,,260.0,50
7773ER,ICAO_A,9,7,Climb,MaxClimb,FLAP_0,10000,,,
7773ER,ICAO_B,1,1,Takeoff,MaxTakeoff,FLAP_5,,,,
7773ER,ICAO_B,1,2,Climb,MaxTakeoff,FLAP_5,1434,,,
7773ER,ICAO_B,1,3,Accelerate,MaxTakeoff,FLAP_5,,,223.0,55
7773ER,ICAO_B,1,4,Climb,MaxTakeoff,FLAP_1,3564,,,
7773ER,ICAO_B,1,5,Accelerate,MaxClimb,FLAP_0,,,240.0,50
7773ER,ICAO_B,1,6,Accelerate,MaxClimb,FLAP_0,,,250.0,50
7773ER,ICAO_B,1,7,Climb,MaxClimb,FLAP_0,10000,,,
7773ER,ICAO_B,2,1,Takeoff,MaxTakeoff,FLAP_5,,,,
7773ER,ICAO_B,2,2,Climb,MaxTakeoff,FLAP_5,1396,,,
7773ER,ICAO_B,2,3,Accelerate,MaxTakeoff,FLAP_5,,,225.0,55
7773ER,ICAO_B,2,4,Climb,MaxTakeoff,FLAP_1,3442,,,
7773ER,ICAO_B,2,5,Accelerate,MaxClimb,FLAP_0,,,240.0,50
7773ER,ICAO_B,2,6,Accelerate,MaxClimb,FLAP_0,,,250.0,50
7773ER,ICAO_B,2,7,Climb,MaxClimb,FLAP_0,10000,,,
7773ER,ICAO_B,3,1,Takeoff,MaxTakeoff,FLAP_5,,,,
7773ER,ICAO_B,3,2,Climb,MaxTakeoff,FLAP_5,1355,,,
7773ER,ICAO_B,3,3,Accelerate,MaxTakeoff,FLAP_5,,,228.0,55
7773ER,ICAO_B,3,4,Climb,MaxTakeoff,FLAP_1,3314,,,
7773ER,ICAO_B,3,5,Accelerate,MaxClimb,FLAP_0,,,240.0,50
7773ER,ICAO_B,3,6,Accelerate,MaxClimb,FLAP_0,,,250.0,50
7773ER,ICAO_B,3,7,Climb,MaxClimb,FLAP_0,10000,,,
7773ER,ICAO_B,4,1,Takeoff,MaxTakeoff,FLAP_5,,,,
7773ER,ICAO_B,4,2,Climb,MaxTakeoff,FLAP_5,1289,,,
7773ER,ICAO_B,4,3,Accelerate,MaxTakeoff,FLAP_5,,,231.0,55
7773ER,ICAO_B,4,4,Climb,MaxTakeoff,FLAP_1,3104,,,
7773ER,ICAO_B,4,5,Accelerate,MaxClimb,FLAP_0,,,240.0,50
7773ER,ICAO_B,4,6,Accelerate,MaxClimb,FLAP_0,,,250.0,50
7773ER,ICAO_B,4,7,Climb,MaxClimb,FLAP_0,10000,,,
7773ER,ICAO_B,5,1,Takeoff,MaxTakeoff,FLAP_5,,,,
7773ER,ICAO_B,5,2,Climb,MaxTakeoff,FLAP_5,1214,,,
7773ER,ICAO_B,5,3,Accelerate,MaxTakeoff,FLAP_5,,,236.0,55
7773ER,ICAO_B,5,4,Climb,MaxTakeoff,FLAP_1,3000,,,
7773ER,ICAO_B,5,5,Accelerate,MaxClimb,FLAP_0,,,245.0,50
7773ER,ICAO_B,5,6,Accelerate,MaxClimb,FLAP_0,,,250.0,50
7773ER,ICAO_B,5,7,Climb,MaxClimb,FLAP_0,10000,,,
7773ER,ICAO_B,6,1,Takeoff,MaxTakeoff,FLAP_5,,,,
7773ER,ICAO_B,6,2,Climb,MaxTakeoff,FLAP_5,1138,,,
7773ER,ICAO_B,6,3,Accelerate,MaxTakeoff,FLAP_5,,,241.0,55
7773ER,ICAO_B,6,4,Climb,MaxTakeoff,FLAP_1,3000,,,
7773ER,ICAO_B,6,5,Accelerate,MaxClimb,FLAP_0,,,250.0,50
7773ER,ICAO_B,6,6,Climb,MaxClimb,FLAP_0,10000,,,
7773ER,ICAO_B,7,1,Takeoff,MaxTakeoff,FLAP_5,,,,
7773ER,ICAO_B,7,2,Climb,MaxTakeoff,FLAP_5,1067,,,
7773ER,ICAO_B,7,3,Accelerate,MaxTakeoff,FLAP_5,,,249.0,55
7773ER,ICAO_B,7,4,Climb,MaxTakeoff,FLAP_1,2451,,,
7773ER,ICAO_B,7,5,Accelerate,MaxClimb,FLAP_1,,,250.0,55
7773ER,ICAO_B,7,6,Climb,MaxClimb,FLAP_0,3000,,,
7773ER,ICAO_B,7,7,Climb,MaxClimb,FLAP_0,10000,,,
7773ER,ICAO_B,8,1,Takeoff,MaxTakeoff,FLAP_5,,,,
7773ER,ICAO_B,8,2,Climb,MaxTakeoff,FLAP_5,1000,,,
7773ER,ICAO_B,8,3,Accelerate,MaxTakeoff,FLAP_5,,,257.0,55
7773ER,ICAO_B,8,4,Climb,MaxTakeoff,FLAP_1,2280,,,
7773ER,ICAO_B,8,5,Accelerate,MaxClimb,FLAP_1,,,257.0,55
7773ER,ICAO_B,8,6,Climb,MaxClimb,FLAP_0,3000,,,
7773ER,ICAO_B,8,7,Climb,MaxClimb,FLAP_0,10000,,,
7773ER,ICAO_B,9,1,Takeoff,MaxTakeoff,FLAP_5,,,,
7773ER,ICAO_B,9,2,Climb,MaxTakeoff,FLAP_5,1000,,,
7773ER,ICAO_B,9,3,Accelerate,MaxTakeoff,FLAP_5,,,261.0,55
7773ER,ICAO_B,9,4,Climb,MaxTakeoff,FLAP_1,2180,,,
7773ER,ICAO_B,9,5,Accelerate,MaxClimb,FLAP_1,,,262.0,55
7773ER,ICAO_B,9,6,Climb,MaxClimb,FLAP_0,3000,,,
7773ER,ICAO_B,9,7,Climb,MaxClimb,FLAP_0,10000,,,
7879,ICAO_A,1,1,Takeoff,MaxTakeoff,T_05,,,,
7879,ICAO_A,1,2,Climb,MaxTakeoff,T_05U,1500,,,
7879,ICAO_A,1,3,Climb,MaxClimb,T_05U,3000,,,
7879,ICAO_A,1,4,Accelerate,MaxClimb,T_01,,1705.0,203.0,55
7879,ICAO_A,1,5,Accelerate,MaxClimb,T_00,,1875.0,225.0,55
7879,ICAO_A,1,6,Accelerate,MaxClimb,T_00,,1816.0,250.0,60
7879,ICAO_A,1,7,Climb,MaxClimb,T_00,5500,,,
7879,ICAO_A,1,8,Climb,MaxClimb,T_00,7500,,,
7879,ICAO_A,1,9,Climb,MaxClimb,T_00,10000,,,
7879,ICAO_A,2,1,Takeoff,MaxTakeoff,T_05,,,,
7879,ICAO_A,2,2,Climb,MaxTakeoff,T_05U,1500,,,
7879,ICAO_A,2,3,Climb,MaxClimb,T_05U,3000,,,
7879,ICAO_A,2,4,Accelerate,MaxClimb,T_01,,1663.0,205.0,55
7879,ICAO_A,2,5,Accelerate,MaxClimb,T_00,,1830.0,227.0,55
7879,ICAO_A,2,6,Accelerate,MaxClimb,T_00,,1775.0,250.0,60
7879,ICAO_A,2,7,Climb,MaxClimb,T_00,5500,,,
7879,ICAO_A,2,8,Climb,MaxClimb,T_00,7500,,,
7879,ICAO_A,2,9,Climb,MaxClimb,T_00,10000,,,
7879,ICAO_A,3,1,Takeoff,MaxTakeoff,T_05,,,,
7879,ICAO_A,3,2,Climb,MaxTakeoff,T_05U,1500,,,
7879,ICAO_A,3,3,Climb,MaxClimb,T_05U,3000,,,
7879,ICAO_A,3,4,Accelerate,MaxClimb,T_01,,1623.0,208.0,55
7879,ICAO_A,3,5,Accelerate,MaxClimb,T_00,,1782.0,229.0,55
7879,ICAO_A,3,6,Accelerate,MaxClimb,T_00,,1722.0,250.0,60
7879,ICAO_A,3,7,Climb,MaxClimb,T_00,5500,,,
7879,ICAO_A,3,8,Climb,MaxClimb,T_00,7500,,,
7879,ICAO_A,3,9,Climb,MaxClimb,T_00,10000,,,
7879,ICAO_A,4,1,Takeoff,MaxTakeoff,T_05,,,,
7879,ICAO_A,4,2,Climb,MaxTakeoff,T_05U,1500,,,
7879,ICAO_A,4,3,Climb,MaxClimb,T_05U,3000,,,
7879,ICAO_A,4,4,Accelerate,MaxClimb,T_01,,1542.0,213.0,55
7879,ICAO_A,4,5,Accelerate,MaxClimb,T_00,,1703.0,233.0,55
7879,ICAO_A,4,6,Accelerate,MaxClimb,T_00,,1627.0,250.0,60
7879,ICAO_A,4,7,Climb,MaxClimb,T_00,5500,,,
7879,ICAO_A,4,8,Climb,MaxClimb,T_00,7500,,,
7879,ICAO_A,4,9,Climb,MaxClimb,T_00,10000,,,
7879,ICAO_A,5,1,Takeoff,MaxTakeoff,T_05,,,,
7879,ICAO_A,5,2,Climb,MaxTakeoff,T_05U,1500,,,
7879,ICAO_A,5,3,Climb,MaxClimb,T_05U,3000,,,
7879,ICAO_A,5,4,Accelerate,MaxClimb,T_01,,1461.0,220.0,55
7879,ICAO_A,5,5,Accelerate,MaxClimb,T_00,,1624.0,242.0,55
7879,ICAO_A,5,6,Accelerate,MaxClimb,T_00,,1527.0,250.0,60
7879,ICAO_A,5,7,Climb,MaxClimb,T_00,5500,,,
7879,ICAO_A,5,8,Climb,MaxClimb,T_00,7500,,,
7879,ICAO_A,5,9,Climb,MaxClimb,T_00,10000,,,
7879,ICAO_A,6,1,Takeoff,MaxTakeoff,T_05,,,,
7879,ICAO_A,6,2,Climb,MaxTakeoff,T_05U,1500,,,
7879,ICAO_A,6,3,Climb,MaxClimb,T_05U,3000,,,
7879,ICAO_A,6,4,Accelerate,MaxClimb,T_01,,1367.0,226.0,55
7879,ICAO_A,6,5,Accelerate,MaxClimb,T_00,,1527.0,249.0,55
7879,ICAO_A,6,6,Accelerate,MaxClimb,T_00,,1421.0,250.0,60
7879,ICAO_A,6,7,Climb,MaxClimb,T_00,5500,,,
7879,ICAO_A,6,8,Climb,MaxClimb,T_00,7500,,,
7879,ICAO_A,6,9,Climb,MaxClimb,T_00,10000,,,
7879,ICAO_A,7,1,Takeoff,MaxTakeoff,T_05,,,,
7879,ICAO_A,7,2,Climb,MaxTakeoff,T_05U,1500,,,
7879,ICAO_A,7,3,Climb,MaxClimb,T_05U,3000,,,
7879,ICAO_A,7,4,Accelerate,MaxClimb,T_01,,1284.0,233.0,55
7879,ICAO_A,7,5,Accelerate,MaxClimb,T_00,,1438.0,256.0,55
7879,ICAO_A,7,6,Climb,MaxClimb,T_00,4500,,,
7879,ICAO_A,7,7,Climb,MaxClimb,T_00,5500,,,
7879,ICAO_A,7,8,Climb,MaxClimb,T_00,7500,,,
7879,ICAO_A,7,9,Climb,MaxClimb,T_00,10000,,,
7879,ICAO_A,8,1,Takeoff,MaxTakeoff,T_05,,,,
7879,ICAO_A,8,2,Climb,MaxTakeoff,T_05U,1500,,,
7879,ICAO_A,8,3,Climb,MaxClimb,T_05U,3000,,,
7879,ICAO_A,8,4,Accelerate,MaxClimb,T_01,,1187.0,238.0,55
7879,ICAO_A,8,5,Accelerate,MaxClimb,T_00,,1332.0,258.0,55
7879,ICAO_A,8,6,Climb,MaxClimb,T_00,4500,,,
7879,ICAO_A,8,7,Climb,MaxClimb,T_00,5500,,,
7879,ICAO_A,8,8,Climb,MaxClimb,T_00,7500,,,
7879,ICAO_A,8,9,Climb,MaxClimb,T_00,10000,,,
7879,ICAO_A,M,1,Takeoff,MaxTakeoff,T_05,,,,
7879,ICAO_A,M,2,Climb,MaxTakeoff,T_05U,1500,,,
